STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4170,14788104.19,127071,2023-10-22
강동구,5838,13993601.53,132904,2023-10-22
강북구,2035,5245035.13,46595,2023-10-22
강서구,13221,27072649.33,233795,2023-10-22
관악구,3807,11022360.64,92989,2023-10-22
광진구,6789,17821706.45,157833,2023-10-22
구로구,5105,14937447.86,122458,2023-10-22
금천구,1804,6244623.05,48444,2023-10-22
노원구,8357,20651412.07,175434,2023-10-22
도봉구,3094,9219745.07,74829,2023-10-22
동대문구,4475,11852877.21,103820,2023-10-22
동작구,3275,10708871.48,92503,2023-10-22
마포구,7805,26308646.12,239536,2023-10-22
서대문구,2687,8808540.71,70118,2023-10-22
서초구,4247,15466432.14,136766,2023-10-22
성동구,5156,18672375.07,161153,2023-10-22
성북구,3301,8620905.89,72620,2023-10-22
송파구,12763,34456936.71,327739,2023-10-22
양천구,7926,17702962.08,160693,2023-10-22
영등포구,10760,31606129.1,288819,2023-10-22
용산구,3567,13046486.29,108401,2023-10-22
은평구,3548,10211768.62,86178,2023-10-22
종로구,3838,8617791.53,83126,2023-10-22
중구,2481,6360299.27,59376,2023-10-22
중랑구,4016,10624636.34,89066,2023-10-22
