date,district,tmfc,TMX,TMN,REH_mean,POP_max,WSD_mean,REH_count,POP_count,WSD_count
20250101,강남구,2024123120,,,,,,0,0,0
20250101,강동구,2024123120,,,,,,0,0,0
20250101,강북구,2024123120,,,,,,0,0,0
20250101,강서구,2024123120,,,,,,0,0,0
20250101,관악구,2024123120,,,,,,0,0,0
20250101,광진구,2024123120,,,,,,0,0,0
20250101,구로구,2024123120,,,,,,0,0,0
20250101,금천구,2024123120,,,,,,0,0,0
20250101,노원구,2024123120,,,,,,0,0,0
20250101,도봉구,2024123120,,,,,,0,0,0
20250101,동대문구,2024123120,,,,,,0,0,0
20250101,동작구,2024123120,,,,,,0,0,0
20250101,마포구,2024123120,,,,,,0,0,0
20250101,서대문구,2024123120,,,,,,0,0,0
20250101,서초구,2024123120,,,,,,0,0,0
20250101,성동구,2024123120,,,,,,0,0,0
20250101,성북구,2024123120,,,,,,0,0,0
20250101,송파구,2024123120,,,,,,0,0,0
20250101,양천구,2024123120,,,,,,0,0,0
20250101,영등포구,2024123120,,,,,,0,0,0
20250101,용산구,2024123120,,,,,,0,0,0
20250101,은평구,2024123120,,,,,,0,0,0
20250101,종로구,2024123120,,,,,,0,0,0
20250101,중구,2024123120,,,,,,0,0,0
20250101,중랑구,2024123120,,,,,,0,0,0
20250102,강남구,2025010120,,,,,,0,0,0
20250102,강동구,2025010120,,,,,,0,0,0
20250102,강북구,2025010120,,,,,,0,0,0
20250102,강서구,2025010120,,,,,,0,0,0
20250102,관악구,2025010120,,,,,,0,0,0
20250102,광진구,2025010120,,,,,,0,0,0
20250102,구로구,2025010120,,,,,,0,0,0
20250102,금천구,2025010120,,,,,,0,0,0
20250102,노원구,2025010120,,,,,,0,0,0
20250102,도봉구,2025010120,,,,,,0,0,0
20250102,동대문구,2025010120,,,,,,0,0,0
20250102,동작구,2025010120,,,,,,0,0,0
20250102,마포구,2025010120,,,,,,0,0,0
20250102,서대문구,2025010120,,,,,,0,0,0
20250102,서초구,2025010120,,,,,,0,0,0
20250102,성동구,2025010120,,,,,,0,0,0
20250102,성북구,2025010120,,,,,,0,0,0
20250102,송파구,2025010120,,,,,,0,0,0
20250102,양천구,2025010120,,,,,,0,0,0
20250102,영등포구,2025010120,,,,,,0,0,0
20250102,용산구,2025010120,,,,,,0,0,0
20250102,은평구,2025010120,,,,,,0,0,0
20250102,종로구,2025010120,,,,,,0,0,0
20250102,중구,2025010120,,,,,,0,0,0
20250102,중랑구,2025010120,,,,,,0,0,0
20250103,강남구,2025010220,,,,,,0,0,0
20250103,강동구,2025010220,,,,,,0,0,0
20250103,강북구,2025010220,,,,,,0,0,0
20250103,강서구,2025010220,,,,,,0,0,0
20250103,관악구,2025010220,,,,,,0,0,0
20250103,광진구,2025010220,,,,,,0,0,0
20250103,구로구,2025010220,,,,,,0,0,0
20250103,금천구,2025010220,,,,,,0,0,0
20250103,노원구,2025010220,,,,,,0,0,0
20250103,도봉구,2025010220,,,,,,0,0,0
20250103,동대문구,2025010220,,,,,,0,0,0
20250103,동작구,2025010220,,,,,,0,0,0
20250103,마포구,2025010220,,,,,,0,0,0
20250103,서대문구,2025010220,,,,,,0,0,0
20250103,서초구,2025010220,,,,,,0,0,0
20250103,성동구,2025010220,,,,,,0,0,0
20250103,성북구,2025010220,,,,,,0,0,0
20250103,송파구,2025010220,,,,,,0,0,0
20250103,양천구,2025010220,,,,,,0,0,0
20250103,영등포구,2025010220,,,,,,0,0,0
20250103,용산구,2025010220,,,,,,0,0,0
20250103,은평구,2025010220,,,,,,0,0,0
20250103,종로구,2025010220,,,,,,0,0,0
20250103,중구,2025010220,,,,,,0,0,0
20250103,중랑구,2025010220,,,,,,0,0,0
20250104,강남구,2025010320,,,,,,0,0,0
20250104,강동구,2025010320,,,,,,0,0,0
20250104,강북구,2025010320,,,,,,0,0,0
20250104,강서구,2025010320,,,,,,0,0,0
20250104,관악구,2025010320,,,,,,0,0,0
20250104,광진구,2025010320,,,,,,0,0,0
20250104,구로구,2025010320,,,,,,0,0,0
20250104,금천구,2025010320,,,,,,0,0,0
20250104,노원구,2025010320,,,,,,0,0,0
20250104,도봉구,2025010320,,,,,,0,0,0
20250104,동대문구,2025010320,,,,,,0,0,0
20250104,동작구,2025010320,,,,,,0,0,0
20250104,마포구,2025010320,,,,,,0,0,0
20250104,서대문구,2025010320,,,,,,0,0,0
20250104,서초구,2025010320,,,,,,0,0,0
20250104,성동구,2025010320,,,,,,0,0,0
