STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,5732,26745851.39,225886,2023-04-02
강동구,7343,22061891.65,209430,2023-04-02
강북구,2632,8243173.94,73181,2023-04-02
강서구,13696,36747244.42,317110,2023-04-02
관악구,4531,15348375.8,130258,2023-04-02
광진구,9300,30988017.67,279382,2023-04-02
구로구,7059,27726031.64,239009,2023-04-02
금천구,2626,12371043.29,103825,2023-04-02
노원구,9508,28850079.58,248183,2023-04-02
도봉구,3849,12402580.62,106570,2023-04-02
동대문구,5347,18137088.66,156645,2023-04-02
동작구,4002,15795134.58,137913,2023-04-02
마포구,10300,41749027.32,398817,2023-04-02
서대문구,3535,13416275.66,115387,2023-04-02
서초구,6307,28886736.02,267195,2023-04-02
성동구,7891,33022538.77,299695,2023-04-02
성북구,3926,13100945.42,106320,2023-04-02
송파구,18801,60472655.65,589883,2023-04-02
양천구,8864,26020206.83,241235,2023-04-02
영등포구,16406,63184515.93,609935,2023-04-02
용산구,4395,18564083.76,159108,2023-04-02
은평구,4806,15991718.29,140362,2023-04-02
종로구,4209,10421895.83,97485,2023-04-02
중구,2592,7360477.68,66909,2023-04-02
중랑구,4760,15707435.0,131152,2023-04-02
