STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,5551,18213482.48,143332,2023-04-28
강동구,6857,14521521.78,135652,2023-04-28
강북구,2333,5738377.02,49393,2023-04-28
강서구,18526,33072055.54,276910,2023-04-28
관악구,3732,9943942.6,77453,2023-04-28
광진구,7764,18459184.72,161717,2023-04-28
구로구,6313,16228776.4,124821,2023-04-28
금천구,2999,7766707.71,56287,2023-04-28
노원구,10153,22676097.51,192013,2023-04-28
도봉구,3604,8963333.59,75096,2023-04-28
동대문구,5936,14917261.42,124442,2023-04-28
동작구,3111,9032972.84,70836,2023-04-28
마포구,8257,23828008.5,205696,2023-04-28
서대문구,3275,9342618.49,73015,2023-04-28
서초구,5059,16423002.959999999,133516,2023-04-28
성동구,7030,21206505.08,176804,2023-04-28
성북구,4017,10222837.95,83149,2023-04-28
송파구,15510,35936721.75,320909,2023-04-28
양천구,8907,18768498.89,161008,2023-04-28
영등포구,13550,36160721.88,305011,2023-04-28
용산구,3482,11419004.46,87855,2023-04-28
은평구,4235,9644768.41,84567,2023-04-28
종로구,6460,14034897.2,135562,2023-04-28
중구,4359,10640415.04,100192,2023-04-28
중랑구,4708,11021305.22,91408,2023-04-28
