STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,5754,19638253.38,157006,2023-04-21
강동구,7632,16180537.49,151019,2023-04-21
강북구,2582,6268618.54,55319,2023-04-21
강서구,19715,37093449.04,306065,2023-04-21
관악구,4152,11337171.88,94900,2023-04-21
광진구,8528,21555102.21,183342,2023-04-21
구로구,6892,17469506.11,138331,2023-04-21
금천구,3168,8591805.71,64944,2023-04-21
노원구,10795,24299585.58,203908,2023-04-21
도봉구,3740,9189311.4,76702,2023-04-21
동대문구,6315,16105487.3,136478,2023-04-21
동작구,3607,11260888.7,89281,2023-04-21
마포구,8839,27592445.41,234581,2023-04-21
서대문구,3672,10685649.17,81512,2023-04-21
서초구,5733,19762781.21,161232,2023-04-21
성동구,7396,23385424.58,195388,2023-04-21
성북구,4354,11120694.66,88733,2023-04-21
송파구,16701,40359160.86,356294,2023-04-21
양천구,9756,20394610.0,182122,2023-04-21
영등포구,14100,39828795.74,337719,2023-04-21
용산구,3906,13139448.75,104455,2023-04-21
은평구,4408,10961018.15,89982,2023-04-21
종로구,6460,14728547.1,138760,2023-04-21
중구,4578,11333689.49,105585,2023-04-21
중랑구,5167,12272715.44,97571,2023-04-21
