STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,3040,10398637.2,86150,2023-04-15
강동구,4502,9763602.1,92235,2023-04-15
강북구,1608,4102545.49,34946,2023-04-15
강서구,9570,19236963.58,164262,2023-04-15
관악구,2753,7539907.45,64406,2023-04-15
광진구,4890,12090052.59,106636,2023-04-15
구로구,3684,10709904.32,82778,2023-04-15
금천구,1231,3675431.2,27981,2023-04-15
노원구,6384,14771171.79,124995,2023-04-15
도봉구,2348,6423077.0,55463,2023-04-15
동대문구,3363,8931106.18,77996,2023-04-15
동작구,2010,6416293.44,50449,2023-04-15
마포구,5031,16610500.02,141846,2023-04-15
서대문구,2011,6132141.57,50324,2023-04-15
서초구,2936,9577206.15,84185,2023-04-15
성동구,3692,11914969.75,101274,2023-04-15
성북구,2669,7237065.04,61088,2023-04-15
송파구,9687,24955651.62,218850,2023-04-15
양천구,5834,12131774.97,111857,2023-04-15
영등포구,7146,19911654.62,176615,2023-04-15
용산구,2173,7724717.99,66330,2023-04-15
은평구,2733,7223396.75,61478,2023-04-15
종로구,3081,7036242.04,65563,2023-04-15
중구,1888,4814773.43,44012,2023-04-15
중랑구,3041,7389741.35,60115,2023-04-15
