STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4419,17854712.48,145342,2023-04-23
강동구,6332,16532948.46,153111,2023-04-23
강북구,2198,6413015.05,53849,2023-04-23
강서구,13260,30889105.8,257828,2023-04-23
관악구,4097,13281631.39,106367,2023-04-23
광진구,7413,22205389.65,187805,2023-04-23
구로구,5149,17761708.72,136029,2023-04-23
금천구,1687,6086659.74,48203,2023-04-23
노원구,8668,23544017.81,196897,2023-04-23
도봉구,3331,10417745.43,86219,2023-04-23
동대문구,4825,14302770.44,118636,2023-04-23
동작구,3460,12669381.24,106198,2023-04-23
마포구,7889,29700675.02,256913,2023-04-23
서대문구,2969,10829217.37,85746,2023-04-23
서초구,4616,19591970.63,163029,2023-04-23
성동구,5813,22295176.83,188064,2023-04-23
성북구,3578,10677796.04,85981,2023-04-23
송파구,13934,40973933.45,370883,2023-04-23
양천구,7506,18954940.89,166745,2023-04-23
영등포구,11643,40351288.45,350271,2023-04-23
용산구,3592,14531070.91,117396,2023-04-23
은평구,3673,11551581.11,95222,2023-04-23
종로구,3924,9511531.39,87941,2023-04-23
중구,2408,6772282.22,58525,2023-04-23
중랑구,4060,11437605.48,94258,2023-04-23
