index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,1689,3692399.79,41065,2022-01-10,4.5,-3.3,-1.6,66.5
1,강동구,2444,3328841.48,42884,2022-01-10,4.5,-3.3,-1.6,66.5
2,강북구,927,1820489.99,20013,2022-01-10,4.5,-3.3,-1.6,66.5
3,강서구,6923,8474087.54,94999,2022-01-10,4.5,-3.3,-1.6,66.5
4,관악구,1643,2775637.08,31126,2022-01-10,4.5,-3.3,-1.6,66.5
5,광진구,2735,4173215.01,47236,2022-01-10,4.5,-3.3,-1.6,66.5
6,구로구,2330,4093026.22,43874,2022-01-10,4.5,-3.3,-1.6,66.5
7,금천구,1139,1928239.37,20670,2022-01-10,4.5,-3.3,-1.6,66.5
8,노원구,2963,4831024.75,55460,2022-01-10,4.5,-3.3,-1.6,66.5
9,도봉구,1090,1945221.5,22697,2022-01-10,4.5,-3.3,-1.6,66.5
10,동대문구,2325,3997217.83,45998,2022-01-10,4.5,-3.3,-1.6,66.5
11,동작구,985,1888074.74,20249,2022-01-10,4.5,-3.3,-1.6,66.5
12,마포구,2941,5423185.59,64276,2022-01-10,4.5,-3.3,-1.6,66.5
13,서대문구,1338,2539566.75,26200,2022-01-10,4.5,-3.3,-1.6,66.5
14,서초구,1753,3581590.98,38669,2022-01-10,4.5,-3.3,-1.6,66.5
15,성동구,2077,4026020.44,44047,2022-01-10,4.5,-3.3,-1.6,66.5
16,성북구,1502,2551944.91,28247,2022-01-10,4.5,-3.3,-1.6,66.5
17,송파구,5208,8040036.98,93075,2022-01-10,4.5,-3.3,-1.6,66.5
18,양천구,3464,5253545.38,61875,2022-01-10,4.5,-3.3,-1.6,66.5
19,영등포구,4894,8133513.54,93527,2022-01-10,4.5,-3.3,-1.6,66.5
20,용산구,1008,2034543.7,21868,2022-01-10,4.5,-3.3,-1.6,66.5
21,은평구,1456,2407023.44,25537,2022-01-10,4.5,-3.3,-1.6,66.5
22,종로구,2612,3565791.3,49609,2022-01-10,4.5,-3.3,-1.6,66.5
23,중구,1738,2837983.16,36519,2022-01-10,4.5,-3.3,-1.6,66.5
24,중랑구,1518,2563641.63,27220,2022-01-10,4.5,-3.3,-1.6,66.5
