index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,912,2520954.39,27564,2022-01-30,2.1,-8.0,-5.4,44.9
1,강동구,1517,2921436.76,33859,2022-01-30,2.1,-8.0,-5.4,44.9
2,강북구,645,1343259.28,16193,2022-01-30,2.1,-8.0,-5.4,44.9
3,강서구,3031,4763158.37,56161,2022-01-30,2.1,-8.0,-5.4,44.9
4,관악구,998,2210116.09,23734,2022-01-30,2.1,-8.0,-5.4,44.9
5,광진구,1499,2780995.79,32737,2022-01-30,2.1,-8.0,-5.4,44.9
6,구로구,1127,2590143.42,29919,2022-01-30,2.1,-8.0,-5.4,44.9
7,금천구,451,1075853.56,12335,2022-01-30,2.1,-8.0,-5.4,44.9
8,노원구,2250,4546331.76,51022,2022-01-30,2.1,-8.0,-5.4,44.9
9,도봉구,800,1838163.83,19848,2022-01-30,2.1,-8.0,-5.4,44.9
10,동대문구,1180,2373578.11,27323,2022-01-30,2.1,-8.0,-5.4,44.9
11,동작구,603,1529691.38,15822,2022-01-30,2.1,-8.0,-5.4,44.9
12,마포구,1697,4114148.55,50213,2022-01-30,2.1,-8.0,-5.4,44.9
13,서대문구,914,2189109.06,23177,2022-01-30,2.1,-8.0,-5.4,44.9
14,서초구,982,2707566.58,30902,2022-01-30,2.1,-8.0,-5.4,44.9
15,성동구,1072,2908974.91,30088,2022-01-30,2.1,-8.0,-5.4,44.9
16,성북구,939,2134132.0,23727,2022-01-30,2.1,-8.0,-5.4,44.9
17,송파구,2969,5979838.89,68470,2022-01-30,2.1,-8.0,-5.4,44.9
18,양천구,1918,3352355.76,39713,2022-01-30,2.1,-8.0,-5.4,44.9
19,영등포구,2031,4482887.48,51994,2022-01-30,2.1,-8.0,-5.4,44.9
20,용산구,622,1782484.05,19764,2022-01-30,2.1,-8.0,-5.4,44.9
21,은평구,1036,2271039.79,25756,2022-01-30,2.1,-8.0,-5.4,44.9
22,종로구,1061,1834164.87,22636,2022-01-30,2.1,-8.0,-5.4,44.9
23,중구,664,1261895.83,14602,2022-01-30,2.1,-8.0,-5.4,44.9
24,중랑구,972,1995184.18,21008,2022-01-30,2.1,-8.0,-5.4,44.9
