index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,4555,12866343.63,105062,2022-11-16,12.7,5.6,8.3,71.8
1,강동구,6236,11906171.31,115130,2022-11-16,12.7,5.6,8.3,71.8
2,강북구,1813,4322081.41,39188,2022-11-16,12.7,5.6,8.3,71.8
3,강서구,17484,28618862.34,255870,2022-11-16,12.7,5.6,8.3,71.8
4,관악구,3475,8098125.07,70094,2022-11-16,12.7,5.6,8.3,71.8
5,광진구,6515,13021434.15,118390,2022-11-16,12.7,5.6,8.3,71.8
6,구로구,5815,13481777.58,109536,2022-11-16,12.7,5.6,8.3,71.8
7,금천구,2784,6489905.31,48900,2022-11-16,12.7,5.6,8.3,71.8
8,노원구,7739,16349371.55,146899,2022-11-16,12.7,5.6,8.3,71.8
9,도봉구,2578,5771661.67,50433,2022-11-16,12.7,5.6,8.3,71.8
10,동대문구,4755,10767520.29,96335,2022-11-16,12.7,5.6,8.3,71.8
11,동작구,2957,7139795.39,57307,2022-11-16,12.7,5.6,8.3,71.8
12,마포구,6985,17164856.59,152178,2022-11-16,12.7,5.6,8.3,71.8
13,서대문구,2700,6789752.59,52873,2022-11-16,12.7,5.6,8.3,71.8
14,서초구,4279,11345780.91,96304,2022-11-16,12.7,5.6,8.3,71.8
15,성동구,5508,13761201.13,118831,2022-11-16,12.7,5.6,8.3,71.8
16,성북구,3243,7796136.18,68355,2022-11-16,12.7,5.6,8.3,71.8
17,송파구,12842,26855184.23,253745,2022-11-16,12.7,5.6,8.3,71.8
18,양천구,8215,15758656.44,144810,2022-11-16,12.7,5.6,8.3,71.8
19,영등포구,12070,27066658.77,239642,2022-11-16,12.7,5.6,8.3,71.8
20,용산구,2510,7037193.14,57986,2022-11-16,12.7,5.6,8.3,71.8
21,은평구,3571,7790596.52,67877,2022-11-16,12.7,5.6,8.3,71.8
22,종로구,5492,10856832.8,110393,2022-11-16,12.7,5.6,8.3,71.8
23,중구,3754,8311791.85,77067,2022-11-16,12.7,5.6,8.3,71.8
24,중랑구,3822,8310790.29,70364,2022-11-16,12.7,5.6,8.3,71.8
