index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,4137,13433050.08,104977,2022-07-20,30.2,25.0,28.6,75.3
1,강동구,6502,13040581.37,119540,2022-07-20,30.2,25.0,28.6,75.3
2,강북구,2122,5119245.44,44564,2022-07-20,30.2,25.0,28.6,75.3
3,강서구,17632,30657700.48,257131,2022-07-20,30.2,25.0,28.6,75.3
4,관악구,3773,9493903.35,76311,2022-07-20,30.2,25.0,28.6,75.3
5,광진구,6324,14029491.79,120762,2022-07-20,30.2,25.0,28.6,75.3
6,구로구,5697,14364259.6,108275,2022-07-20,30.2,25.0,28.6,75.3
7,금천구,2779,6716820.57,49009,2022-07-20,30.2,25.0,28.6,75.3
8,노원구,8535,19009424.37,159359,2022-07-20,30.2,25.0,28.6,75.3
9,도봉구,2949,7607965.97,59735,2022-07-20,30.2,25.0,28.6,75.3
10,동대문구,5097,12232668.62,102619,2022-07-20,30.2,25.0,28.6,75.3
11,동작구,2928,7664609.98,62238,2022-07-20,30.2,25.0,28.6,75.3
12,마포구,6996,19004918.35,165449,2022-07-20,30.2,25.0,28.6,75.3
13,서대문구,2894,7865593.92,61908,2022-07-20,30.2,25.0,28.6,75.3
14,서초구,4575,13366003.87,106734,2022-07-20,30.2,25.0,28.6,75.3
15,성동구,5474,15847837.07,124863,2022-07-20,30.2,25.0,28.6,75.3
16,성북구,3551,8763951.22,71107,2022-07-20,30.2,25.0,28.6,75.3
17,송파구,13299,29854631.16,262428,2022-07-20,30.2,25.0,28.6,75.3
18,양천구,8684,16601521.2,152204,2022-07-20,30.2,25.0,28.6,75.3
19,영등포구,11714,29065765.42,245623,2022-07-20,30.2,25.0,28.6,75.3
20,용산구,2753,8900325.5,68522,2022-07-20,30.2,25.0,28.6,75.3
21,은평구,3716,8572524.65,70931,2022-07-20,30.2,25.0,28.6,75.3
22,종로구,5280,11228330.18,110480,2022-07-20,30.2,25.0,28.6,75.3
23,중구,3680,8578894.2,79422,2022-07-20,30.2,25.0,28.6,75.3
24,중랑구,3996,8709493.58,70544,2022-07-20,30.2,25.0,28.6,75.3
